provinsi,jenis,daerah,tahun,periode,gk,kategori,kategori_encoded
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,408790.0,Menengah,0
DKI JAKARTA,MAKANAN,PERKOTAAN,2019,MARET,429915.0,Menengah,0
DKI JAKARTA,MAKANAN,PERKOTAAN,2019,SEPTEMBER,451918.0,Menengah,0
DKI JAKARTA,MAKANAN,PERKOTAAN,2020,MARET,466156.0,Menengah,0
DKI JAKARTA,MAKANAN,PERKOTAAN,2020,SEPTEMBER,467847.0,Menengah,0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,429915.0,Menengah,0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,451918.0,Menengah,0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,466156.0,Menengah,0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,467847.0,Menengah,0
DKI JAKARTA,MAKANAN,PERKOTAAN,2021,MARET,479332.0,Menengah,0
DKI JAKARTA,MAKANAN,PERKOTAAN,2021,SEPTEMBER,490918.0,Menengah,0
DKI JAKARTA,MAKANAN,PERKOTAAN,2022,MARET,508239.0,Menengah Tinggi,2
DKI JAKARTA,MAKANAN,PERKOTAAN,2022,SEPTEMBER,534819.0,Menengah Tinggi,2
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,479332.0,Menengah,0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,490918.0,Menengah,0
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,508239.0,Menengah Tinggi,2
DKI JAKARTA,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,534819.0,Menengah Tinggi,2
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2015,MARET,167793.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,175361.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2016,MARET,180715.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,185752.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,167793.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,175361.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,180715.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,185752.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2017,MARET,189163.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,195054.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2018,MARET,198949.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,198987.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,189163.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,195054.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,198949.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,198987.0,Rendah,3
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2019,MARET,207345.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,211437.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2020,MARET,214245.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,215491.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,207345.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,211437.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,214245.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,215491.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2021,MARET,218306.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,224134.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2022,MARET,230716.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,238551.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,218306.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,224134.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,230716.0,Menengah Rendah,1
DKI JAKARTA,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,238551.0,Menengah Rendah,1
DKI JAKARTA,TOTAL,PERKOTAAN,2013,MARET,407437.0,Menengah,0
DKI JAKARTA,TOTAL,PERKOTAAN,2013,SEPTEMBER,434322.0,Menengah,0
DKI JAKARTA,TOTAL,PERKOTAAN,2014,MARET,447797.0,Menengah,0
DKI JAKARTA,TOTAL,PERKOTAAN,2014,SEPTEMBER,459560.0,Menengah,0
DKI JAKARTA,TOTAL,PERDESAAN,2013,SEPTEMBER,434322.0,Menengah,0
DKI JAKARTA,TOTAL,PERKOTAAN,2015,MARET,487388.0,Menengah,0
DKI JAKARTA,TOTAL,PERKOTAAN,2015,SEPTEMBER,503038.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2016,MARET,510359.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2016,SEPTEMBER,520690.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2015,MARET,487388.0,Menengah,0
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,503039.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2016,MARET,510359.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,520690.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2017,MARET,536546.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2017,SEPTEMBER,578247.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2018,MARET,593108.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2018,SEPTEMBER,607778.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2017,MARET,536545.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,578246.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2018,MARET,593107.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,607778.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2019,MARET,637260.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERKOTAAN,2019,SEPTEMBER,663355.0,Tinggi,4
DKI JAKARTA,TOTAL,PERKOTAAN,2020,MARET,680401.0,Tinggi,4
DKI JAKARTA,TOTAL,PERKOTAAN,2020,SEPTEMBER,683339.0,Tinggi,4
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2019,MARET,637260.0,Menengah Tinggi,2
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,663355.0,Tinggi,4
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2020,MARET,680401.0,Tinggi,4
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,683338.0,Tinggi,4
DKI JAKARTA,TOTAL,PERKOTAAN,2021,MARET,697638.0,Tinggi,4
DKI JAKARTA,TOTAL,PERKOTAAN,2021,SEPTEMBER,715052.0,Tinggi,4
DKI JAKARTA,TOTAL,PERKOTAAN,2022,MARET,738955.0,Tinggi,4
DKI JAKARTA,TOTAL,PERKOTAAN,2022,SEPTEMBER,773370.0,Tinggi,4
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2021,MARET,697638.0,Tinggi,4
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,715052.0,Tinggi,4
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2022,MARET,738955.0,Tinggi,4
DKI JAKARTA,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,773370.0,Tinggi,4
JAWA BARAT,MAKANAN,PERKOTAAN,2015,MARET,213479.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2015,SEPTEMBER,223843.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2016,MARET,228191.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2016,SEPTEMBER,233953.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2015,MARET,231259.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2015,SEPTEMBER,241132.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2016,MARET,246605.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2016,SEPTEMBER,250274.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2015,MARET,219290.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,229494.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2016,MARET,234108.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,238945.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2017,MARET,244750.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2017,SEPTEMBER,250654.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2018,MARET,263583.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2018,SEPTEMBER,266339.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2017,MARET,257238.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2017,SEPTEMBER,265183.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2018,MARET,274016.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2018,SEPTEMBER,276660.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,248505.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,254799.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,266531.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,269064.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2019,MARET,280844.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2019,SEPTEMBER,291607.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2020,MARET,299959.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2020,SEPTEMBER,303465.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2019,MARET,284171.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2019,SEPTEMBER,295872.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2020,MARET,307253.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2020,SEPTEMBER,312563.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,281693.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,292718.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,301806.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,305687.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2021,MARET,313015.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2021,SEPTEMBER,321499.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2022,MARET,331420.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERKOTAAN,2022,SEPTEMBER,353253.0,Menengah,0
JAWA BARAT,MAKANAN,PERDESAAN,2021,MARET,319590.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2021,SEPTEMBER,330150.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2022,MARET,343615.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAAN,2022,SEPTEMBER,361697.0,Menengah,0
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,314572.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,323525.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,334224.0,Menengah Rendah,1
JAWA BARAT,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,355172.0,Menengah,0
JAWA BARAT,NONMAKANAN,PERKOTAAN,2015,MARET,94009.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,94454.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2016,MARET,96826.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,98192.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2015,MARET,74358.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,78096.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2016,MARET,78332.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,80963.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,87586.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,89107.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,90884.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,93174.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2017,MARET,100400.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,104212.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2018,MARET,105097.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,105920.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2017,MARET,84444.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,87921.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2018,MARET,90136.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,91144.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,95922.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,99879.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,101223.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,102311.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2019,MARET,108134.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,110647.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2020,MARET,112943.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,113234.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2019,MARET,92689.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,95137.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2020,MARET,96838.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,98778.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,104505.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,107014.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,109182.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,109994.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2021,MARET,115817.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,117143.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2022,MARET,121232.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,127531.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2021,MARET,102167.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,102892.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2022,MARET,107690.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,116273.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,112830.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,114079.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2022,MARET,118356.0,Rendah,3
JAWA BARAT,NONMAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,125178.0,Rendah,3
JAWA BARAT,TOTAL,PERKOTAAN,2013,MARET,258538.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2013,SEPTEMBER,281189.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2014,MARET,288742.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2014,SEPTEMBER,294700.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2013,MARET,240945.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2013,SEPTEMBER,268251.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2014,MARET,277645.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2014,SEPTEMBER,285076.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2015,MARET,307487.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2015,SEPTEMBER,318297.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2016,MARET,325017.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2016,SEPTEMBER,332145.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2015,MARET,305618.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2015,SEPTEMBER,319228.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2016,MARET,324937.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2016,SEPTEMBER,331237.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2015,MARET,306876.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2015,SEPTEMBER,318601.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2016,MARET,324992.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2016,SEPTEMBER,332119.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2017,MARET,345151.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERKOTAAN,2017,SEPTEMBER,354866.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2018,MARET,368680.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2018,SEPTEMBER,372260.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2017,MARET,341682.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAAN,2017,SEPTEMBER,353103.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2018,MARET,364151.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2018,SEPTEMBER,367805.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2017,MARET,344427.0,Menengah Rendah,1
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2017,SEPTEMBER,354678.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2018,MARET,367754.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2018,SEPTEMBER,371376.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2019,MARET,388979.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2019,SEPTEMBER,402254.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2020,MARET,412902.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2020,SEPTEMBER,416699.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2019,MARET,376860.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2019,SEPTEMBER,391009.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2020,MARET,404091.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2020,SEPTEMBER,411342.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2019,MARET,386198.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2019,SEPTEMBER,399732.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2020,MARET,410988.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2020,SEPTEMBER,415681.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2021,MARET,428832.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2021,SEPTEMBER,438642.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2022,MARET,452653.0,Menengah,0
JAWA BARAT,TOTAL,PERKOTAAN,2022,SEPTEMBER,480785.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2021,MARET,421757.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2021,SEPTEMBER,433041.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2022,MARET,451305.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAAN,2022,SEPTEMBER,477969.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2021,MARET,427402.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2021,SEPTEMBER,437604.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2022,MARET,452580.0,Menengah,0
JAWA BARAT,TOTAL,PERDESAANPERKOTAAN,2022,SEPTEMBER,480350.0,Menengah,0
JAWA TENGAH,MAKANAN,PERKOTAAN,2015,MARET,210932.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2015,SEPTEMBER,218935.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2016,MARET,224987.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2016,SEPTEMBER,231212.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2015,MARET,221840.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2015,SEPTEMBER,232942.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2016,MARET,237901.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2016,SEPTEMBER,241079.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2015,MARET,216823.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,226501.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2016,MARET,231673.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,236403.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2017,MARET,240655.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2017,SEPTEMBER,244264.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2018,MARET,254959.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2018,SEPTEMBER,259615.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2017,MARET,248154.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2017,SEPTEMBER,252711.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2018,MARET,259564.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2018,SEPTEMBER,265809.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,244606.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,248612.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,257293.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,262772.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2019,MARET,270631.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2019,SEPTEMBER,284099.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2020,MARET,295446.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERKOTAAN,2020,SEPTEMBER,297510.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2019,MARET,273501.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2019,SEPTEMBER,282349.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2020,MARET,292760.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAAN,2020,SEPTEMBER,295899.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,272080.0,Menengah Rendah,1
JAWA TENGAH,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,283217.0,Menengah Rendah,1
