Invoice ID,Unit price,Quantity,Tax 5%,Total,Date,Time,cogs,gross margin percentage,gross income,Rating,Branch_B,Branch_C,City_Naypyitaw,City_Yangon,Customer type_Normal,Gender_Male,Product line_Fashion accessories,Product line_Food and beverages,Product line_Health and beauty,Product line_Home and lifestyle,Product line_Sports and travel,Payment_Credit card,Payment_Ewallet,Quantity_bin
699-01-4164,-0.535173439603832,-0.5167749044806024,-0.6049207371799945,-0.6049207371799946,2019-03-12,19,-0.6049207371799947,4.761904762,-0.6049207371799945,0.7144933027787219,False,True,True,False,True,True,False,False,True,False,False,True,False,Low
420-11-4919,0.593544269714283,-0.1745398684007332,0.2108978390555427,0.21089783905554266,2019-02-17,19,0.21089783905554255,4.761904762,0.2108978390555427,-0.8573570333269973,False,True,True,False,False,False,False,True,False,False,False,True,False,Medium
606-80-4905,-1.3791627605559855,0.16769516767913598,-0.8232413930880123,-0.8232413930880123,2019-01-29,10,-0.8232413930880123,4.761904762,-0.8232413930880123,-0.10054020483165095,False,True,True,False,False,False,False,False,False,False,True,True,False,Medium
542-41-0513,0.06864710813777587,-0.5167749044806024,-0.3316567616051061,-0.33165676160510615,2019-03-15,11,-0.3316567616051061,4.761904762,-0.3316567616051061,-0.21697356306170434,True,False,False,False,False,False,False,False,False,False,False,False,False,Low
426-39-2418,0.21667566017949566,0.5099302037590051,0.5224426967622481,0.5224426967622479,2019-01-14,10,0.522442696762248,4.761904762,0.5224426967622481,1.6459601686191492,False,True,True,False,True,True,False,False,False,False,False,False,False,High
875-46-5808,-1.1242666569127178,1.5366353119986127,-0.20758568826716425,-0.20758568826716428,2019-02-06,14,-0.20758568826716425,4.761904762,-0.20758568826716425,1.0055766983538552,True,False,False,False,False,True,False,False,True,False,False,False,True,High
394-43-4238,-1.4312748528563868,-0.1745398684007332,-0.9345379309824124,-0.9345379309824124,2019-02-15,12,-0.9345379309824127,4.761904762,-0.9345379309824124,-0.9155737124420238,True,False,False,False,False,True,False,False,False,True,False,True,False,Medium
749-24-1565,-1.2326447039432626,1.1944002759187435,-0.4285979687000751,-0.42859796870007516,2019-01-03,12,-0.42859796870007516,4.761904762,-0.4285979687000751,0.5398432654336426,False,False,False,True,True,False,False,False,True,False,False,False,True,High
672-51-8681,0.4145505613781217,1.1944002759187435,1.2486686280977632,1.248668628097763,2019-01-04,18,1.2486686280977632,4.761904762,1.2486686280977632,1.5877434895041216,False,True,True,False,False,False,False,False,False,False,False,True,False,High
263-87-5680,-1.0249515824561555,1.5366353119986127,-0.095221045402568,-0.09522104540256814,2019-03-18,17,-0.0952210454025681,4.761904762,-0.095221045402568,0.4816265863186156,False,True,True,False,False,False,False,False,False,True,False,False,True,High
573-58-9734,-0.955468792722287,-0.8590099405604715,-0.9248822620518427,-0.9248822620518427,2019-03-28,13,-0.9248822620518427,4.761904762,-0.9248822620518427,-1.0902237497871041,True,False,False,False,True,False,True,False,False,False,False,False,True,Low
817-69-8206,1.6637302811587587,1.1944002759187435,2.520653475004515,2.5206534750045146,2019-03-02,19,2.520653475004514,4.761904762,2.520653475004515,-0.2751902421767308,True,False,False,False,True,False,False,False,False,False,False,True,False,High
888-02-0338,-1.1118050696234913,1.1944002759187435,-0.3055522761335212,-0.3055522761335212,2019-01-25,20,-0.3055522761335213,4.761904762,-0.3055522761335212,-0.6244903168668905,False,False,False,True,True,True,False,False,False,False,False,False,True,High
677-11-0152,1.419407645518471,1.1944002759187435,2.2718704653465136,2.2718704653465136,2019-01-16,18,2.271870465346513,4.761904762,2.2718704653465136,1.0637933774688826,False,True,True,False,True,False,False,True,False,False,False,False,False,High
142-63-6033,1.385421498366035,-0.1745398684007332,0.6588610635556531,0.658861063555653,2019-03-20,19,0.6588610635556531,4.761904762,0.6588610635556531,-1.206657108017157,True,False,False,False,True,True,False,False,False,True,False,False,True,Medium
656-16-1063,-0.3493825018371834,-0.8590099405604715,-0.7191652447921354,-0.7191652447921353,2019-01-04,13,-0.7191652447921354,4.761904762,-0.7191652447921354,-1.4977405035922904,True,False,False,False,True,True,False,False,False,False,True,True,False,Low
891-58-8335,-0.9841682058732327,0.5099302037590051,-0.4285979687000751,-0.42859796870007516,2019-03-11,15,-0.42859796870007516,4.761904762,-0.4285979687000751,-0.2751902421767308,True,False,False,False,False,False,False,False,False,False,True,False,False,High
802-43-8934,-1.4120160361366734,-1.54348001272021,-1.2360426019692776,-1.2360426019692774,2019-03-22,15,-1.2360426019692774,4.761904762,-1.2360426019692776,0.7727099818937494,False,False,False,True,True,True,False,False,False,True,False,True,False,Low
560-30-5617,-1.166938152781887,-0.1745398684007332,-0.7850032351550031,-0.7850032351550033,2019-03-24,18,-0.7850032351550034,4.761904762,-0.7850032351550031,0.8891433401238023,True,False,False,False,True,False,False,False,False,False,True,False,False,Medium
319-74-2561,1.4715197378188722,-0.8590099405604715,-0.10111698483804878,-0.10111698483804889,2019-02-21,16,-0.10111698483804878,4.761904762,-0.10111698483804878,-0.8573570333269973,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
549-03-9315,1.4802050865356058,0.8521652398388743,1.928453355329166,1.9284533553291658,2019-02-12,12,1.9284533553291658,4.761904762,1.928453355329166,1.0055766983538552,True,False,False,False,True,True,True,False,False,False,False,False,True,High
790-29-1172,0.06298275027903663,-0.8590099405604715,-0.5792007694976802,-0.5792007694976802,2019-03-10,18,-0.5792007694976803,4.761904762,-0.5792007694976802,0.5398432654336426,True,False,False,False,True,False,False,True,False,False,False,True,False,Low
239-36-3640,-0.389788254562857,0.16769516767913598,-0.15161698782890523,-0.1516169878289054,2019-01-31,13,-0.15161698782890526,4.761904762,-0.15161698782890523,-0.5080569586368376,True,False,False,False,True,True,False,False,False,False,False,False,True,Medium
468-01-2051,0.24197645861519787,0.5099302037590051,0.542480346003121,0.5424803460031208,2019-03-06,13,0.5424803460031208,4.761904762,0.542480346003121,-0.9155737124420238,True,False,False,False,True,True,False,True,False,False,False,False,True,High
389-25-3394,-1.6563386717769613,-0.1745398684007332,-1.0618560434297495,-1.0618560434297497,2019-02-17,18,-1.0618560434297497,4.761904762,-1.0618560434297495,1.4130934521590424,False,True,True,False,True,True,False,False,False,False,False,False,False,Medium
279-62-1445,-1.6287721301977633,-1.54348001272021,-1.2605662920849725,-1.2605662920849727,2019-02-21,12,-1.2605662920849725,4.761904762,-1.2605662920849725,0.7144933027787219,False,True,True,False,False,False,True,False,False,False,False,False,False,Low
213-72-6612,-0.46908926458520706,-1.2012449766403408,-0.9445781177022528,-0.944578117702253,2019-03-20,15,-0.944578117702253,4.761904762,-0.9445781177022528,-0.44984027952181066,False,False,False,True,True,True,False,True,False,False,False,False,False,Low
746-68-6593,1.1890570925964064,-1.2012449766403408,-0.5693742037718791,-0.5693742037718791,2019-01-11,14,-0.5693742037718791,4.761904762,-0.5693742037718791,1.5877434895041216,False,True,True,False,False,False,False,False,False,False,True,True,False,Low
836-82-5858,0.5172642505499274,1.1944002759187435,1.353257466779334,1.353257466779334,2019-01-26,19,1.3532574667793342,4.761904762,1.353257466779334,-1.7306072200523972,True,False,False,False,False,True,False,False,True,False,False,False,True,High
583-72-1480,-0.7028384322225147,-0.5167749044806024,-0.6807989142627029,-0.680798914262703,2019-01-31,16,-0.6807989142627029,4.761904762,-0.6807989142627029,1.5877434895041216,False,True,True,False,False,True,False,False,False,False,False,False,True,Low
466-61-5506,1.3227359380626538,0.16769516767913598,1.0109084617321826,1.0109084617321822,2019-02-26,10,1.0109084617321826,4.761904762,1.0109084617321826,-0.9737903915570507,True,False,False,False,False,False,False,False,False,False,False,False,False,Medium
721-86-6247,0.29257805548660226,0.8521652398388743,0.8535125133241321,0.8535125133241319,2019-03-11,12,0.8535125133241321,4.761904762,0.8535125133241321,0.24875986985850929,False,False,False,True,True,False,False,False,False,True,False,False,True,High
289-65-5721,0.9704128792490702,-1.2012449766403408,-0.6188488259913475,-0.6188488259913476,2019-01-26,19,-0.6188488259913476,4.761904762,-0.6188488259913475,-0.2751902421767308,True,False,False,False,True,False,True,False,False,False,False,False,False,Low
545-46-3100,-1.7024087823613743,-0.8590099405604715,-1.178407657777513,-1.1784076577775133,2019-03-12,13,-1.1784076577775133,4.761904762,-1.178407657777513,1.0055766983538552,True,False,False,False,False,False,False,False,False,False,False,True,False,Low
418-02-5978,1.073126568420876,1.1944002759187435,1.9192676525854822,1.919267652585482,2019-02-11,10,1.919267652585482,4.761904762,1.9192676525854822,0.598059944548669,True,False,False,False,True,False,False,False,True,False,False,False,False,High
269-04-5750,0.6853068670258591,-0.5167749044806024,-0.052582294992352535,-0.05258229499235263,2019-02-21,18,-0.05258229499235269,4.761904762,-0.052582294992352535,-0.1587568839466774,True,False,False,False,False,True,True,False,False,False,False,False,False,Low
157-13-5295,-0.14093413263557786,1.5366353119986127,0.9049524486887609,0.9049524486887609,2019-03-09,18,0.9049524486887608,4.761904762,0.9049524486887609,-0.2751902421767308,False,False,False,True,False,True,False,False,True,False,False,False,True,High
645-78-8093,1.4148761592314794,-1.2012449766403408,-0.5182760619977129,-0.5182760619977129,2019-01-20,18,-0.5182760619977129,4.761904762,-0.5182760619977129,-1.6723905409373707,False,False,False,True,True,False,False,False,False,False,True,False,True,Low
211-30-9270,-1.4448693117173612,-0.1745398684007332,-0.9422282867678221,-0.9422282867678221,2019-01-28,15,-0.9422282867678222,4.761904762,-0.9422282867678221,-1.206657108017157,False,True,True,False,True,True,False,False,True,False,False,True,False,Medium
755-12-3214,-0.4324597504320264,-0.1745398684007332,-0.3695104017488446,-0.3695104017488446,2019-03-05,17,-0.36951040174884464,4.761904762,-0.3695104017488446,0.9473600192388287,False,True,True,False,False,False,True,False,False,False,False,True,False,Medium
346-84-3103,-1.603093707904812,-0.1745398684007332,-1.0317354832702286,-1.0317354832702286,2019-03-02,19,-1.0317354832702286,4.761904762,-1.0317354832702286,-1.5559571827073173,True,False,False,False,False,False,False,False,False,False,False,False,False,Medium
478-06-7835,1.2845959284804755,-1.54348001272021,-0.9309490982825548,-0.9309490982825548,2019-01-11,11,-0.9309490982825548,4.761904762,-0.9309490982825548,-1.206657108017157,False,False,False,True,True,True,True,False,False,False,False,False,True,Low
540-11-4336,-1.160518547208649,1.1944002759187435,-0.3551550709494132,-0.35515507094941334,2019-01-11,16,-0.3551550709494133,4.761904762,-0.3551550709494132,-0.7991403542119708,False,False,False,True,True,True,False,True,False,False,False,True,False,High
448-81-5016,0.15474534759061304,-1.2012449766403408,-0.8034173648411784,-0.8034173648411785,2019-03-11,12,-0.8034173648411784,4.761904762,-0.8034173648411784,-0.6827069959819174,False,False,False,True,True,True,False,False,True,False,False,True,False,Low
142-72-4741,1.4171419023749752,-1.2012449766403408,-0.5177633716120189,-0.5177633716120189,2019-02-28,18,-0.5177633716120189,4.761904762,-0.5177633716120189,-0.566273637751864,False,True,True,False,False,True,True,False,False,False,False,True,False,Low
217-58-1179,0.2635010184784072,-0.5167749044806024,-0.24347401526574247,-0.2434740152657425,2019-01-05,11,-0.24347401526574253,4.761904762,-0.24347401526574247,-1.6141738618223438,False,False,False,True,False,True,False,False,False,True,False,False,False,Low
376-02-8238,1.4424427008106773,0.8521652398388743,1.8942739962829012,1.894273996282901,2019-02-02,18,1.894273996282901,4.761904762,1.8942739962829012,0.7727099818937494,True,False,False,False,True,True,False,False,False,True,False,True,False,High
530-90-9855,-0.3052005105390169,0.8521652398388743,0.31245325962175763,0.3124532596217573,2019-01-01,14,0.3124532596217576,4.761904762,0.31245325962175763,-0.7409236750969439,False,False,False,True,False,True,False,False,False,True,False,False,False,High
866-05-7563,0.9715457508208181,-0.8590099405604715,-0.2708175025027543,-0.2708175025027544,2019-02-09,19,-0.27081750250275455,4.761904762,-0.2708175025027543,-1.264873787132184,True,False,False,False,False,False,False,False,False,False,False,False,False,Low
604-70-6476,-1.4248552472831488,-0.1745398684007332,-0.9309063740837468,-0.9309063740837469,2019-01-23,14,-0.930906374083747,4.761904762,-0.9309063740837468,-0.10054020483165095,False,False,False,True,False,True,True,False,False,False,False,False,True,Medium
799-71-1548,0.8325801713530807,-0.5167749044806024,0.014067455147864276,0.014067455147864064,2019-01-07,16,0.014067455147864123,4.761904762,0.014067455147864276,1.0637933774688826,False,False,False,True,False,True,False,False,False,False,False,True,False,Low
785-13-7708,0.6566074538749137,0.5099302037590051,0.8708585380401118,0.8708585380401115,2019-01-14,19,0.8708585380401116,4.761904762,0.8708585380401118,-1.6141738618223438,True,False,False,False,True,True,False,True,False,False,False,True,False,High
845-51-0542,-0.3444733916929429,1.1944002759187435,0.4757878716640965,0.47578787166409614,2019-02-02,15,0.47578787166409614,4.761904762,0.4757878716640965,-0.33340692129175725,True,False,False,False,False,True,False,True,False,False,False,False,True,High
662-47-5456,-0.7734540935281314,1.5366353119986127,0.18932211865758783,0.18932211865758786,2019-03-17,19,0.18932211865758775,4.761904762,0.18932211865758783,0.8309266610087758,False,True,True,False,False,True,True,False,False,False,False,True,False,High
883-17-4236,-1.5589117166066455,-1.2012449766403408,-1.1911821932210547,-1.1911821932210547,2019-03-02,19,-1.1911821932210547,4.761904762,-1.1911821932210547,0.13232651162845588,False,True,True,False,True,False,False,False,False,False,True,True,False,Low
290-68-2984,-1.2054557862213142,-0.5167749044806024,-0.9082625487155963,-0.9082625487155963,2019-03-16,11,-0.9082625487155964,4.761904762,-0.9082625487155963,-1.0320070706720772,False,False,False,True,True,True,False,False,False,True,False,False,False,Low
704-11-6354,0.12189207200992502,0.8521652398388743,0.6990218104350144,0.6990218104350143,2019-01-06,11,0.6990218104350143,4.761904762,0.6990218104350144,1.122010056583909,False,False,False,True,False,True,False,False,False,True,False,False,False,High
110-48-7033,-0.8705034248411978,-0.5167749044806024,-0.7566770913454112,-0.7566770913454112,2019-01-29,14,-0.7566770913454113,4.761904762,-0.7566770913454112,1.1802267356989355,True,False,False,False,False,True,True,False,False,False,False,False,False,Low
366-93-0948,0.4032218456606427,-1.54348001272021,-1.0306673783000326,-1.0306673783000326,2019-01-31,10,-1.0306673783000329,4.761904762,-1.0306673783000326,1.5877434895041216,False,False,False,True,False,True,False,False,False,False,False,True,False,Low
729-09-9681,-1.1238890330554685,0.16769516767913598,-0.6499520427234488,-0.6499520427234488,2019-02-05,10,-0.6499520427234488,4.761904762,-0.6499520427234488,1.0055766983538552,False,False,False,True,False,True,False,False,False,True,False,False,True,Medium
151-16-1484,-0.8844755075594213,-0.5167749044806024,-0.7630002727689701,-0.7630002727689702,2019-02-13,12,-0.7630002727689702,4.761904762,-0.7630002727689701,-0.2751902421767308,False,False,False,True,False,True,False,False,False,False,False,False,True,Low
380-94-4661,0.38773926751342214,-0.5167749044806024,-0.18724896963463647,-0.18724896963463666,2019-02-07,13,-0.18724896963463664,4.761904762,-0.18724896963463647,-0.04232352571662398,False,True,True,False,False,True,False,False,False,False,False,True,False,Low
850-41-9669,0.7321322253247708,1.1944002759187435,1.572048088874238,1.5720480888742376,2019-03-19,13,1.5720480888742374,4.761904762,1.572048088874238,-0.44984027952181066,False,False,False,True,True,False,False,False,False,False,False,False,True,High
821-07-3596,-1.481121202013293,-0.5167749044806024,-1.0330172092344634,-1.0330172092344636,2019-03-07,14,-1.0330172092344636,4.761904762,-1.0330172092344634,-0.7991403542119708,False,True,True,False,True,False,True,False,False,False,False,False,True,Low
655-85-5130,-0.6560130739236035,-0.5167749044806024,-0.6596077116540185,-0.6596077116540185,2019-03-13,19,-0.6596077116540187,4.761904762,-0.6596077116540185,-0.7409236750969439,True,False,False,False,False,False,True,False,False,False,False,False,False,Low
447-15-7839,-1.2624769886659561,1.5366353119986127,-0.3639562559038265,-0.36395625590382646,2019-02-09,11,-0.3639562559038265,4.761904762,-0.3639562559038265,-1.6141738618223438,False,False,False,True,False,False,False,False,False,False,True,False,False,High
154-74-7179,-0.04615054446600695,-1.54348001272021,-1.081509174881352,-1.081509174881352,2019-02-26,19,-1.0815091748813521,4.761904762,-1.081509174881352,0.5398432654336426,True,False,False,False,True,True,False,False,False,False,True,False,True,Low
253-12-6086,1.6135063081446037,0.5099302037590051,1.628700376493422,1.6287003764934218,2019-03-12,12,1.6287003764934216,4.761904762,1.628700376493422,1.0055766983538552,False,False,False,True,False,False,False,False,False,False,True,True,False,High
808-65-0703,-0.7628806255251513,-0.5167749044806024,-0.7079715047044836,-0.7079715047044836,2019-03-14,17,-0.7079715047044837,4.761904762,-0.7079715047044836,-0.04232352571662398,False,True,True,False,True,True,False,False,False,True,False,True,False,Low
571-94-0759,0.7147615278913034,1.5366353119986127,1.8730827936742165,1.8730827936742163,2019-01-08,20,1.8730827936742165,4.761904762,1.8730827936742165,1.4713101312740688,True,False,False,False,False,False,False,True,False,False,False,False,False,High
144-51-6085,0.5689987189930792,-0.5167749044806024,-0.10521850792360059,-0.10521850792360062,2019-01-05,16,-0.10521850792360073,4.761904762,-0.10521850792360059,-1.4977405035922904,False,False,False,True,False,True,False,False,False,True,False,True,False,Low
731-14-2199,-0.7602372585244064,1.5366353119986127,0.20427558824032882,0.20427558824032885,2019-01-04,13,0.20427558824032868,4.761904762,0.20427558824032882,0.015893153398402464,False,False,False,True,False,False,False,False,False,True,False,False,True,High
783-09-1637,0.44400522224356603,-0.1745398684007332,0.12630392541603702,0.12630392541603674,2019-03-06,18,0.1263039254160367,4.761904762,0.12630392541603702,-0.39162360040678423,True,False,False,False,True,False,False,False,False,False,True,False,True,Medium
687-15-1097,-1.3047708606778763,-1.2012449766403408,-1.1336754216257139,-1.133675421625714,2019-01-03,19,-1.1336754216257139,4.761904762,-1.1336754216257139,1.5877434895041216,False,True,True,False,False,False,False,False,True,False,False,False,False,Low
126-54-1082,-1.2889106586734063,1.1944002759187435,-0.48589111930137685,-0.48589111930137685,2019-01-07,11,-0.4858911193013768,4.761904762,-0.48589111930137685,1.0637933774688826,False,False,False,True,False,False,False,False,False,True,False,True,False,High
633-91-1052,-1.648030946917477,-1.2012449766403408,-1.211348015058351,-1.211348015058351,2019-01-27,15,-1.211348015058351,4.761904762,-1.211348015058351,-1.0902237497871041,False,False,False,True,True,False,False,False,False,True,False,False,False,Low
477-24-6490,1.6629750334442597,0.16769516767913598,1.241875480487318,1.241875480487318,2019-02-26,16,1.241875480487318,4.761904762,1.241875480487318,0.5398432654336426,True,False,False,False,True,False,False,False,True,False,False,False,True,Medium
566-19-5475,-0.29085080396354424,0.5099302037590051,0.12049343437817185,0.12049343437817173,2019-01-07,20,0.12049343437817182,4.761904762,0.12049343437817185,-0.44984027952181066,True,False,False,False,True,True,True,False,False,False,False,False,False,High
526-86-8552,-1.2783371906704262,1.5366353119986127,-0.3819004194031156,-0.3819004194031156,2019-01-07,17,-0.3819004194031157,4.761904762,-0.3819004194031156,0.07410983251342891,False,True,True,False,False,False,False,False,False,True,False,False,False,High
376-56-3573,1.5009743986843165,-0.5167749044806024,0.3165547827073093,0.31655478270730925,2019-02-02,13,0.31655478270730925,4.761904762,0.3165547827073093,-0.33340692129175725,False,True,True,False,True,False,True,False,False,False,False,False,True,Low
537-72-0426,0.5784393154243113,1.5366353119986127,1.718848435977946,1.7188484359779457,2019-03-20,16,1.7188484359779457,4.761904762,1.718848435977946,-0.7409236750969439,False,True,True,False,False,True,True,False,False,False,False,False,False,High
828-61-5674,-0.4400122275770119,1.5366353119986127,0.5665767941307378,0.5665767941307375,2019-03-20,19,0.5665767941307375,4.761904762,0.5665767941307378,1.5295268103890953,False,False,False,True,False,True,False,False,False,False,True,True,False,High
136-08-6195,0.5395440581276348,0.8521652398388743,1.0770455214867054,1.077045521486705,2019-02-15,17,1.077045521486705,4.761904762,1.0770455214867054,-0.33340692129175725,False,False,False,True,True,False,False,False,False,True,False,True,False,High
523-38-0215,-0.7051041753660106,-1.54348001272021,-1.1560629018010176,-1.1560629018010173,2019-03-06,13,-1.1560629018010176,4.761904762,-1.1560629018010176,0.5398432654336426,False,True,True,False,True,True,False,False,False,True,False,True,False,Low
490-29-1201,-1.5230374501679635,-1.54348001272021,-1.2486035164187799,-1.2486035164187799,2019-01-06,11,-1.24860351641878,4.761904762,-1.2486035164187799,-0.2751902421767308,False,False,False,True,True,False,False,False,False,False,True,False,False,Low
667-92-0055,1.6675065197312513,0.16769516767913598,1.244951622801482,1.2449516228014816,2019-03-04,15,1.2449516228014819,4.761904762,1.244951622801482,0.8891433401238023,False,False,False,True,False,True,False,False,True,False,False,False,True,Medium
565-17-3836,-0.3021795196810227,-0.5167749044806024,-0.49947741452226707,-0.4994774145222672,2019-03-12,14,-0.4994774145222672,4.761904762,-0.49947741452226707,1.238443414813962,False,False,False,True,False,False,False,False,True,False,False,False,False,Low
498-41-1961,0.4156834329498696,-0.1745398684007332,0.1102823508631003,0.11028235086310005,2019-02-20,18,0.11028235086309997,4.761904762,0.1102823508631003,0.3651932280885622,True,False,False,False,True,True,False,False,True,False,False,False,False,Medium
593-95-4461,0.724579748179785,-1.54348001272021,-0.9943090851145684,-0.9943090851145684,2019-03-24,14,-0.9943090851145684,4.761904762,-0.9943090851145684,-0.04232352571662398,False,True,True,False,False,True,False,False,False,True,False,False,False,Low
226-71-3580,-1.2054557862213142,1.1944002759187435,-0.4009126878726005,-0.40091268787260054,2019-01-31,12,-0.4009126878726006,4.761904762,-0.4009126878726005,1.4713101312740688,False,True,True,False,True,False,False,False,False,False,True,False,False,High
283-79-9594,-0.2704591156720828,0.5099302037590051,0.13664318152753205,0.1366431815275319,2019-01-25,13,0.1366431815275319,4.761904762,0.13664318152753205,-1.0320070706720772,True,False,False,False,True,False,False,True,False,False,False,True,False,High
430-60-3493,1.4805827103928548,0.5099302037590051,1.5234279506309258,1.5234279506309258,2019-02-03,14,1.5234279506309256,4.761904762,1.5234279506309258,-1.6141738618223438,False,False,False,True,False,False,False,False,False,True,False,False,False,High
139-20-0155,-0.5804883024737464,1.5366353119986127,0.4076427745656054,0.4076427745656053,2019-01-24,17,0.4076427745656054,4.761904762,0.4076427745656054,0.015893153398402464,True,False,False,False,False,True,False,False,False,False,False,True,False,High
558-80-4082,-1.0506300047491068,0.5099302037590051,-0.48123418163132314,-0.4812341816313233,2019-03-14,17,-0.4812341816313233,4.761904762,-0.48123418163132314,-0.566273637751864,False,True,True,False,True,True,False,False,False,False,False,False,True,High
278-97-7759,0.2570814129051692,-1.54348001272021,-1.0472016432386635,-1.0472016432386635,2019-02-18,20,-1.0472016432386635,4.761904762,-1.0472016432386635,-1.3230904662472105,False,False,False,True,False,False,False,False,False,False,False,False,False,Low
316-68-6352,-0.7292721022299649,-1.2012449766403408,-1.0034520636594442,-1.0034520636594444,2019-01-21,10,-1.0034520636594444,4.761904762,-1.0034520636594442,0.07410983251342891,False,False,False,True,False,False,False,True,False,False,False,False,False,Low
585-03-5943,-1.4184356417099113,1.5366353119986127,-0.5404071969801695,-0.5404071969801695,2019-03-13,11,-0.5404071969801696,4.761904762,-0.5404071969801695,-0.6244903168668905,True,False,False,False,True,True,False,False,True,False,False,False,True,High
211-05-0490,-0.14168938035007628,-0.1745398684007332,-0.20502223633869426,-0.20502223633869443,2019-03-03,13,-0.2050222363386943,4.761904762,-0.20502223633869426,0.3069765489735357,False,True,True,False,False,False,False,False,False,False,False,False,False,Medium
727-75-6477,-1.0132452428814278,-0.5167749044806024,-0.821276079942852,-0.821276079942852,2019-03-29,14,-0.821276079942852,4.761904762,-0.821276079942852,-0.33340692129175725,False,True,True,False,True,True,False,False,False,False,False,False,False,Low
744-02-5987,0.8575033459315334,0.16769516767913598,0.695091184144694,0.6950911841446938,2019-01-10,14,0.6950911841446938,4.761904762,0.695091184144694,-0.6827069959819174,False,False,False,True,False,True,False,False,False,True,False,False,True,Medium
307-83-9164,0.1638083201645957,-0.5167749044806024,-0.28859076920681215,-0.28859076920681226,2019-01-25,15,-0.2885907692068123,4.761904762,-0.28859076920681215,-1.439523824477264,False,False,False,True,False,True,False,False,False,True,False,False,False,Low
779-06-0012,1.243812551897553,-1.54348001272021,-0.9355633117538005,-0.9355633117538005,2019-01-19,10,-0.9355633117538005,4.761904762,-0.9355633117538005,0.4234099072035891,False,True,True,False,False,False,False,False,False,True,False,False,False,Low
446-47-6729,1.6671288958740018,-1.2012449766403408,-0.4611965323904504,-0.46119653239045033,2019-01-02,18,-0.4611965323904505,4.761904762,-0.4611965323904504,-0.1587568839466774,False,True,True,False,True,True,True,False,False,False,False,True,False,Low
573-10-3877,-0.6292017800589043,-1.54348001272021,-1.1474753378406435,-1.1474753378406433,2019-03-12,16,-1.1474753378406435,4.761904762,-1.1474753378406435,-1.3230904662472105,True,False,False,False,False,True,False,False,True,False,False,True,False,Low
735-06-4124,-0.26668287709958993,-1.54348001272021,-1.1064601069851254,-1.1064601069851254,2019-02-25,15,-1.1064601069851254,4.761904762,-1.1064601069851254,-1.4977405035922904,False,True,True,False,True,True,False,True,False,False,False,False,False,Low
439-54-7422,-0.16925592192927427,-0.5167749044806024,-0.4393217426008408,-0.43932174260084084,2019-03-18,17,-0.4393217426008409,4.761904762,-0.4393217426008408,-1.3230904662472105,False,False,False,True,True,False,False,False,False,False,False,True,False,Low
396-90-2219,-1.5373871567434363,0.8521652398388743,-0.8028192260578688,-0.8028192260578689,2019-02-23,12,-0.8028192260578689,4.761904762,-0.8028192260578688,0.9473600192388287,True,False,False,False,True,False,False,False,False,False,False,False,False,High
411-77-0180,0.6241318021514751,0.5099302037590051,0.8451385703577973,0.845138570357797,2019-03-26,20,0.845138570357797,4.761904762,0.8451385703577973,-1.5559571827073173,False,False,False,True,False,True,False,False,False,False,False,False,True,High
286-01-5402,-0.5831316694744915,0.5099302037590051,-0.11098627476265771,-0.1109862747626579,2019-03-30,13,-0.11098627476265781,4.761904762,-0.11098627476265771,1.5295268103890953,False,False,False,True,True,False,False,False,False,False,True,False,False,High
803-17-8013,1.2506097813280403,0.8521652398388743,1.7206428523278747,1.7206428523278747,2019-02-17,17,1.720642852327875,4.761904762,1.7206428523278747,-1.6723905409373707,False,False,False,True,False,False,False,False,False,True,False,False,False,High
512-98-1403,-1.102364473192259,-0.8590099405604715,-0.9747414020605818,-0.9747414020605817,2019-03-21,10,-0.9747414020605818,4.761904762,-0.9747414020605818,-1.3230904662472105,False,False,False,True,False,False,False,False,False,False,False,False,True,Low
848-42-2560,0.9908045675405314,-1.2012449766403408,-0.6142346125201017,-0.6142346125201019,2019-03-05,17,-0.6142346125201019,4.761904762,-0.6142346125201017,0.4816265863186156,False,False,False,True,True,False,True,False,False,False,False,False,False,Low
532-59-7201,0.9160350438051731,0.16769516767913598,0.734824689035977,0.7348246890359771,2019-01-31,14,0.7348246890359769,4.761904762,0.734824689035977,-0.8573570333269973,True,False,False,False,False,True,False,False,False,False,True,False,False,Medium
181-94-6432,0.51575375512093,-1.2012449766403408,-0.7217286967206052,-0.7217286967206052,2019-02-05,19,-0.7217286967206052,4.761904762,-0.7217286967206052,1.5877434895041216,False,True,True,False,False,True,True,False,False,False,False,False,True,Low
870-76-1733,-1.5649536983226342,-0.1745398684007332,-1.0101597628722738,-1.0101597628722738,2019-02-01,10,-1.0101597628722738,4.761904762,-1.0101597628722738,-1.4977405035922904,False,False,False,True,False,False,False,True,False,False,False,True,False,Medium
423-64-4619,-1.5151073491657283,1.1944002759187435,-0.7162172750743949,-0.716217275074395,2019-03-07,13,-0.716217275074395,4.761904762,-0.7162172750743949,-1.1484404289021306,False,False,False,True,False,False,False,False,True,False,False,False,False,High
227-07-4446,0.8480627495003012,1.5366353119986127,2.023899215465861,2.023899215465861,2019-02-10,20,2.0238992154658604,4.761904762,2.023899215465861,-1.4977405035922904,False,True,True,False,False,False,False,False,False,False,False,False,False,High
